date,open,high,low,close,change,volume
2024-03-14,18114.69,18142.90,17913.63,18014.81,-0.30%,30974M
2024-03-15,17926.92,17930.47,17764.99,17808.25,-1.15%,71162M
2024-03-18,18024.24,18124.32,17973.09,17985.01,0.99%,28797M
2024-03-19,17902.52,18039.82,17809.15,18032.21,0.26%,25599M
2024-03-20,18067.70,18249.12,18003.24,18240.11,1.15%,25223M
2024-03-21,18438.24,18464.70,18317.10,18320.38,0.44%,27173M
2024-03-22,18293.15,18386.25,18267.49,18339.44,0.10%,22123M
2024-03-25,18215.54,18337.35,18189.28,18277.06,-0.34%,22387M
2024-03-26,18329.29,18378.70,18207.88,18210.54,-0.36%,25669M
2024-03-27,18338.19,18344.09,18168.20,18280.84,0.39%,23183M
2024-03-28,18263.41,18308.32,18231.38,18254.69,-0.14%,27049M
2024-04-01,18280.82,18391.58,18211.28,18293.20,0.21%,22187M
2024-04-02,18076.43,18135.57,18002.27,18121.78,-0.94%,23838M
2024-04-03,18054.45,18238.66,18045.42,18160.19,0.21%,23990M
2024-04-04,18331.02,18362.29,17875.75,17878.78,-1.55%,29130M
2024-04-05,17940.28,18202.96,17912.86,18108.46,1.28%,24548M
2024-04-08,18130.44,18178.66,18050.69,18100.19,-0.05%,20551M
2024-04-09,18188.87,18210.02,17973.07,18169.90,0.39%,22655M
2024-04-10,17957.96,18040.83,17932.41,18011.65,-0.87%,23825M
2024-04-11,18085.11,18337.15,17998.25,18307.98,1.65%,24803M
2024-04-12,18117.67,18166.49,17952.09,18003.49,-1.66%,26097M
2024-04-15,18143.26,18152.08,17676.35,17706.83,-1.65%,26684M
2024-04-16,17691.45,17817.73,17660.89,17713.66,0.04%,21664M
2024-04-17,17785.82,17788.54,17459.57,17493.62,-1.24%,22898M
2024-04-18,17514.77,17590.81,17376.49,17394.31,-0.57%,22744M
2024-04-19,17334.71,17362.28,16973.94,17037.65,-2.05%,33747M
2024-04-22,17161.11,17305.15,17010.26,17210.89,1.02%,24649M
2024-04-23,17297.24,17513.31,17277.26,17471.47,1.51%,23642M
2024-04-24,17613.66,17653.66,17435.33,17526.80,0.32%,27949M
2024-04-25,17205.28,17474.46,17172.42,17430.50,-0.55%,31272M
2024-04-26,17566.22,17772.78,17533.08,17718.30,1.65%,28495M
2024-04-29,17801.14,17820.00,17671.03,17782.71,0.36%,26821M
2024-04-30,17720.35,17768.87,17440.69,17440.69,-1.92%,35917M
2024-05-01,17382.78,17667.86,17284.37,17318.55,-0.70%,32312M
2024-05-02,17474.91,17575.80,17290.64,17541.54,1.29%,26997M
2024-05-03,17848.66,17926.98,17784.78,17890.79,1.99%,27748M
2024-05-06,17950.98,18094.46,17937.28,18093.57,1.13%,22798M
2024-05-07,18106.33,18156.32,18061.61,18091.45,-0.01%,22973M
2024-05-08,17987.71,18135.34,17987.71,18085.01,-0.04%,22030M
2024-05-09,18095.80,18138.02,18012.62,18113.46,0.16%,20861M
2024-05-10,18171.15,18247.61,18099.72,18161.18,0.26%,20263M
2024-05-13,18228.40,18233.49,18147.57,18198.61,0.21%,20691M
2024-05-14,18187.51,18339.58,18175.30,18322.77,0.68%,22174M
2024-05-15,18412.81,18607.53,18359.32,18596.65,1.49%,26689M
2024-05-16,18589.98,18669.50,18553.30,18557.96,-0.21%,24277M
2024-05-17,18571.82,18590.37,18462.25,18546.23,-0.06%,22032M
2024-05-20,18559.22,18703.83,18549.84,18674.19,0.69%,19068M
