date,open,high,low,close,change,volume
2023-04-19,1789.99,1802.79,1782.72,1799.44,0.22%,0
2023-04-20,1790.69,1797.47,1782.35,1789.70,-0.54%,0
2023-04-21,1790.56,1793.31,1777.40,1791.51,0.10%,0
2023-04-24,1790.25,1797.61,1781.67,1788.87,-0.15%,0
2023-04-25,1779.33,1779.33,1745.91,1745.95,-2.40%,0
2023-04-26,1741.29,1747.28,1725.82,1730.41,-0.89%,0
2023-04-27,1733.40,1752.00,1726.77,1751.22,1.20%,0
2023-04-28,1749.85,1773.02,1746.84,1768.99,1.01%,0
2023-05-01,1765.45,1785.20,1764.32,1769.21,0.01%,0
2023-05-02,1761.15,1761.15,1716.22,1732.11,-2.10%,0
2023-05-03,1735.69,1767.70,1735.69,1739.28,0.41%,0
2023-05-04,1727.24,1728.39,1704.82,1718.81,-1.18%,0
2023-05-05,1742.52,1763.78,1742.52,1759.88,2.39%,0
2023-05-08,1766.42,1768.21,1748.32,1754.47,-0.31%,0
2023-05-09,1747.44,1756.09,1737.70,1749.68,-0.27%,0
2023-05-10,1769.58,1772.93,1743.63,1759.51,0.56%,0
2023-05-11,1748.89,1749.44,1736.84,1744.71,-0.84%,0
2023-05-12,1748.14,1753.23,1731.34,1740.85,-0.22%,0
2023-05-15,1744.66,1768.75,1744.21,1761.55,1.19%,0
2023-05-16,1755.16,1755.16,1736.16,1736.18,-1.44%,0
2023-05-17,1744.11,1776.90,1737.39,1774.50,2.21%,0
2023-05-18,1770.82,1787.36,1766.29,1784.86,0.58%,0
2023-05-19,1795.99,1800.52,1769.02,1773.72,-0.62%,0
2023-05-22,1777.64,1801.39,1776.96,1795.38,1.22%,0
2023-05-23,1791.12,1816.40,1787.52,1787.71,-0.43%,0
2023-05-24,1792.33,1816.40,1761.20,1767.00,-1.16%,0
2023-05-25,1767.10,1767.10,1741.24,1754.60,-0.70%,0
2023-05-26,1755.36,1774.69,1755.29,1773.02,1.05%,0
2023-05-30,1776.61,1784.70,1761.35,1767.29,-0.32%,0
2023-05-31,1761.33,1765.41,1736.82,1749.65,-1.00%,0
2023-06-01,1750.86,1773.01,1744.37,1767.94,1.05%,0
2023-06-02,1782.34,1831.71,1782.34,1830.91,3.56%,0
2023-06-05,1825.77,1825.77,1797.27,1806.71,-1.32%,0
2023-06-06,1804.67,1859.39,1801.59,1855.40,2.69%,0
2023-06-07,1861.20,1893.56,1861.20,1888.45,1.78%,0
2023-06-08,1886.03,1886.03,1867.91,1880.78,-0.41%,0
2023-06-09,1881.27,1881.74,1862.50,1865.71,-0.80%,0
2023-06-12,1866.77,1880.45,1863.10,1873.21,0.40%,0
2023-06-13,1878.09,1903.00,1878.09,1896.33,1.23%,0
2023-06-14,1898.74,1904.92,1864.08,1874.10,-1.17%,0
2023-06-15,1870.17,1890.09,1866.26,1889.28,0.81%,0
2023-06-16,1900.12,1906.83,1868.65,1875.47,-0.73%,0
2023-06-20,1871.49,1871.49,1856.20,1866.70,-0.47%,0
2023-06-21,1862.39,1873.96,1855.08,1863.01,-0.20%,0
2023-06-22,1860.03,1860.03,1843.92,1848.18,-0.80%,0
2023-06-23,1835.43,1838.16,1818.81,1821.63,-1.44%,0
2023-06-26,1821.34,1841.06,1819.80,1823.26,0.09%,0
2023-06-27,1825.76,1855.11,1823.54,1849.93,1.46%,0
2023-06-28,1847.60,1859.00,1842.30,1858.71,0.47%,0
2023-06-29,1860.26,1883.77,1860.26,1881.59,1.23%,0
2023-06-30,1889.20,1898.40,1887.55,1888.73,0.38%,0
2023-07-03,1887.03,1898.60,1885.63,1896.78,0.43%,0
2023-07-05,1891.96,1891.96,1872.91,1872.91,-1.26%,0
2023-07-06,1867.13,1867.13,1823.91,1842.23,-1.64%,0
2023-07-07,1843.16,1878.90,1843.16,1864.66,1.22%,0
2023-07-10,1862.21,1895.57,1860.42,1895.25,1.64%,0
2023-07-11,1899.26,1915.18,1895.88,1913.36,0.96%,0
2023-07-12,1931.83,1944.23,1931.28,1933.38,1.05%,0
2023-07-13,1937.90,1952.54,1936.51,1950.89,0.91%,0
2023-07-14,1949.86,1949.86,1920.34,1931.09,-1.01%,0
2023-07-17,1929.42,1958.05,1926.64,1951.27,1.04%,0
2023-07-18,1952.11,1977.58,1952.11,1976.07,1.27%,0
2023-07-19,1981.78,1990.25,1977.25,1984.89,0.45%,0
2023-07-20,1984.52,1984.52,1960.17,1967.16,-0.89%,0
2023-07-21,1976.94,1981.64,1958.74,1960.26,-0.35%,0
2023-07-24,1961.04,1973.32,1958.33,1965.68,0.28%,0
2023-07-25,1963.62,1976.93,1961.42,1966.11,0.02%,0
2023-07-26,1964.57,1984.78,1962.49,1980.36,0.72%,0
2023-07-27,1988.62,1994.82,1949.09,1954.90,-1.29%,0
2023-07-28,1964.97,1983.84,1964.97,1981.54,1.36%,0
2023-07-31,1984.80,2003.62,1984.80,2003.18,1.09%,0
2023-08-01,1987.15,1993.85,1972.30,1992.65,-0.53%,0
2023-08-02,1970.95,1974.30,1954.85,1964.75,-1.40%,0
2023-08-03,1956.05,1969.60,1943.85,1958.75,-0.31%,0
2023-08-04,1962.00,1976.15,1949.85,1954.55,-0.21%,0
2023-08-07,1958.45,1963.15,1939.25,1956.25,0.09%,0
2023-08-08,1931.20,1944.85,1916.85,1943.55,-0.65%,0
2023-08-09,1941.70,1942.75,1922.15,1930.25,-0.68%,0
2023-08-10,1935.25,1955.40,1912.45,1920.35,-0.51%,0
2023-08-11,1918.20,1929.38,1914.10,1925.11,0.25%,0
2023-08-14,1919.95,1920.90,1903.52,1920.49,-0.24%,0
2023-08-15,1913.63,1913.63,1895.75,1895.75,-1.29%,0
2023-08-16,1893.98,1901.43,1871.52,1871.52,-1.28%,0
2023-08-17,1874.16,1877.83,1850.06,1850.06,-1.15%,0
2023-08-18,1841.01,1864.68,1830.84,1859.42,0.51%,0
2023-08-21,1860.13,1863.71,1846.30,1856.01,-0.18%,0
2023-08-22,1860.00,1866.19,1847.27,1850.84,-0.28%,0
2023-08-23,1851.86,1873.48,1849.83,1870.03,1.04%,0
2023-08-24,1868.32,1871.86,1845.98,1846.28,-1.27%,0
2023-08-25,1850.61,1861.85,1831.95,1853.63,0.40%,0
2023-08-28,1859.33,1877.45,1859.33,1869.01,0.83%,0
2023-08-29,1868.67,1896.66,1864.15,1895.54,1.42%,0
2023-08-30,1893.47,1908.89,1889.28,1903.21,0.40%,0
2023-08-31,1904.36,1913.20,1898.95,1899.68,-0.19%,0
2023-09-01,1908.17,1926.81,1908.17,1920.83,1.11%,0
2023-09-05,1916.28,1916.28,1880.45,1880.45,-2.10%,0
2023-09-06,1880.74,1890.83,1864.46,1874.28,-0.33%,0
2023-09-07,1871.62,1871.62,1848.72,1855.76,-0.99%,0
2023-09-08,1856.05,1857.86,1848.59,1851.54,-0.23%,0
2023-09-11,1863.11,1866.55,1853.88,1855.14,0.19%,0
2023-09-12,1851.57,1864.33,1851.29,1855.32,0.01%,0
2023-09-13,1855.25,1857.00,1837.56,1840.84,-0.78%,0
2023-09-14,1855.30,1868.17,1854.37,1866.63,1.40%,0
2023-09-15,1861.56,1861.68,1840.00,1847.03,-1.05%,0
2023-09-18,1847.71,1847.71,1834.30,1834.30,-0.69%,0
2023-09-19,1834.39,1840.56,1823.05,1826.53,-0.42%,0
2023-09-20,1834.44,1843.50,1810.08,1810.10,-0.90%,0
2023-09-21,1795.22,1795.80,1781.82,1781.83,-1.56%,0
2023-09-22,1787.52,1791.14,1776.50,1776.50,-0.30%,0
2023-09-25,1768.67,1788.03,1766.54,1784.24,0.44%,0
2023-09-26,1774.64,1786.05,1761.61,1761.61,-1.27%,0
2023-09-27,1771.16,1786.60,1765.64,1778.90,0.98%,0
2023-09-28,1778.03,1802.61,1777.89,1794.31,0.87%,0
2023-09-29,1805.47,1809.69,1781.05,1785.10,-0.51%,0
2023-10-02,1780.86,1782.02,1749.43,1756.82,-1.58%,0
2023-10-03,1749.19,1749.19,1721.48,1727.15,-1.69%,0
2023-10-04,1727.09,1731.23,1709.59,1729.01,0.11%,0
2023-10-05,1724.69,1734.31,1717.34,1731.51,0.14%,0
2023-10-06,1723.71,1754.25,1713.92,1745.56,0.81%,0
2023-10-09,1738.39,1761.02,1735.73,1755.99,0.60%,0
2023-10-10,1759.52,1785.89,1759.52,1775.95,1.14%,0
2023-10-11,1777.57,1786.64,1761.81,1773.30,-0.15%,0
2023-10-12,1774.34,1774.92,1725.44,1734.25,-2.20%,0
2023-10-13,1738.09,1740.57,1715.32,1719.71,-0.84%,0
2023-10-16,1734.13,1749.21,1728.18,1747.06,1.59%,0
2023-10-17,1735.75,1779.85,1735.71,1766.05,1.09%,0
2023-10-18,1752.92,1752.92,1727.24,1728.81,-2.11%,0
2023-10-19,1725.70,1734.58,1700.24,1702.70,-1.51%,0
2023-10-20,1705.55,1706.02,1680.09,1680.79,-1.29%,0
2023-10-23,1671.76,1687.74,1662.64,1665.88,-0.89%,0
2023-10-24,1677.74,1690.41,1671.27,1679.50,0.82%,0
2023-10-25,1666.84,1668.17,1649.85,1651.43,-1.67%,0
2023-10-26,1656.61,1670.09,1648.83,1657.00,0.34%,0
2023-10-27,1660.74,1661.19,1633.67,1636.94,-1.21%,0
2023-10-30,1646.36,1657.32,1635.41,1647.29,0.63%,0
2023-10-31,1648.60,1663.50,1644.99,1662.28,0.91%,0
2023-11-01,1661.41,1669.79,1649.06,1669.70,0.45%,0
2023-11-02,1684.45,1714.61,1684.45,1714.21,2.67%,0
2023-11-03,1733.61,1770.58,1733.61,1760.70,2.71%,0
2023-11-06,1760.18,1760.86,1731.68,1737.94,-1.29%,0
2023-11-07,1733.73,1739.26,1723.55,1733.15,-0.28%,0
2023-11-08,1732.96,1733.11,1709.24,1714.07,-1.10%,0
2023-11-09,1720.70,1724.83,1685.27,1687.24,-1.57%,0
2023-11-10,1692.77,1709.24,1684.20,1705.32,1.07%,0
2023-11-13,1698.74,1709.57,1690.92,1705.50,0.01%,0
2023-11-14,1741.74,1798.32,1741.74,1798.32,5.44%,0
2023-11-15,1798.20,1830.00,1797.59,1801.22,0.16%,0
2023-11-16,1797.00,1797.00,1767.42,1773.76,-1.52%,0
2023-11-17,1784.86,1798.44,1784.86,1797.77,1.35%,0
2023-11-20,1798.56,1809.21,1794.71,1807.08,0.52%,0
2023-11-21,1799.33,1799.33,1783.26,1783.26,-1.32%,0
2023-11-22,1792.51,1803.12,1789.88,1795.54,0.69%,0
2023-11-24,1794.99,1810.26,1794.69,1807.50,0.67%,0
2023-11-27,1801.03,1804.50,1790.95,1801.15,-0.35%,0
2023-11-28,1799.71,1804.11,1789.20,1792.81,-0.46%,0
2023-11-29,1804.23,1827.06,1801.91,1803.81,0.61%,0
2023-11-30,1808.62,1816.53,1805.22,1809.02,0.29%,0
2023-12-01,1806.13,1863.66,1800.81,1862.64,2.96%,0
2023-12-04,1857.17,1882.09,1854.38,1882.02,1.04%,0
2023-12-05,1876.60,1876.60,1855.05,1856.04,-1.38%,0
2023-12-06,1864.23,1888.72,1851.96,1852.05,-0.21%,0
2023-12-07,1854.53,1868.25,1848.78,1868.25,0.87%,0
2023-12-08,1866.77,1887.81,1863.66,1880.82,0.67%,0
2023-12-11,1879.66,1885.42,1873.58,1883.68,0.15%,0
2023-12-12,1883.18,1887.95,1871.01,1881.27,-0.13%,0
2023-12-13,1882.14,1948.05,1870.34,1947.51,3.52%,0
2023-12-14,1966.88,2008.66,1966.88,2000.51,2.72%,0
2023-12-15,2005.15,2009.08,1975.13,1985.13,-0.77%,0
2023-12-18,1991.61,1996.51,1980.75,1982.42,-0.14%,0
2023-12-19,1996.33,2024.25,1995.24,1982.84,0.02%,0
2023-12-20,2016.87,2039.81,1982.56,1982.84,0.00%,0
2023-12-21,2005.82,2017.18,1997.45,2017.06,1.73%,0
2023-12-22,2028.22,2042.47,2025.75,2033.96,0.84%,0
2023-12-26,2043.14,2064.64,2039.35,2059.19,1.24%,0
2023-12-27,2063.59,2071.78,2056.37,2066.21,0.34%,0
2023-12-28,2058.18,2068.85,2053.64,2058.34,-0.38%,0
2023-12-29,2054.23,2056.62,2027.07,2027.07,-1.52%,0
2024-01-02,2012.75,2032.49,2003.41,2012.80,-0.70%,0
2024-01-03,1995.17,1995.17,1958.03,1959.20,-2.66%,0
2024-01-04,1964.35,1970.54,1956.70,1957.73,-0.08%,0
2024-01-05,1943.50,1967.99,1941.77,1951.14,-0.34%,0
2024-01-08,1948.90,1989.01,1944.86,1989.01,1.94%,0
2024-01-09,1964.72,1975.23,1957.41,1968.04,-1.05%,0
2024-01-10,1965.47,1971.25,1953.00,1970.26,0.11%,0
2024-01-11,1963.11,1964.23,1934.32,1955.46,-0.75%,0
2024-01-12,1977.88,1983.81,1947.50,1950.96,-0.23%,0
2024-01-16,1934.64,1939.81,1921.81,1927.30,-1.21%,0
2024-01-17,1899.18,1914.21,1898.24,1913.17,-0.73%,0
2024-01-18,1924.01,1926.05,1901.65,1923.65,0.55%,0
2024-01-19,1934.09,1944.39,1914.47,1944.39,1.08%,0
2024-01-22,1960.94,1984.12,1960.94,1983.38,2.01%,0
2024-01-23,2000.59,2001.14,1969.94,1976.27,-0.36%,0
2024-01-24,2000.18,2000.18,1960.48,1961.86,-0.73%,0
2024-01-25,1987.25,1989.21,1963.89,1975.88,0.71%,0
2024-01-26,1986.67,1993.44,1974.63,1978.33,0.12%,0
2024-01-29,1978.14,2011.65,1972.78,2011.42,1.67%,0
2024-01-30,2002.36,2005.22,1990.82,1996.24,-0.76%,0
2024-01-31,1989.32,2003.15,1946.89,1947.34,-2.45%,0
2024-02-01,1959.58,1974.42,1936.23,1974.42,1.39%,0
2024-02-02,1950.78,1971.51,1944.60,1962.73,-0.59%,0
2024-02-05,1951.77,1951.77,1921.36,1937.24,-1.30%,0
2024-02-06,1936.77,1954.04,1932.08,1953.63,0.85%,0
2024-02-07,1954.36,1958.07,1939.97,1950.36,-0.17%,0
2024-02-08,1949.76,1980.15,1948.64,1979.70,1.50%,0
2024-02-09,1984.11,2010.77,1984.11,2009.99,1.53%,0
2024-02-12,2014.69,2052.00,2014.69,2045.26,1.75%,0
2024-02-13,1987.26,1992.98,1950.47,1964.17,-3.96%,0
2024-02-14,1992.13,2014.06,1983.10,2012.10,2.44%,0
2024-02-15,2027.53,2062.80,2027.06,2061.48,2.45%,0
2024-02-16,2049.88,2052.98,2032.16,2032.74,-1.39%,0
2024-02-20,2008.78,2011.53,1998.09,2004.14,-1.41%,0
2024-02-21,1993.44,1997.60,1982.44,1994.74,-0.47%,0
2024-02-22,2003.51,2016.83,1998.80,2013.84,0.96%,0
2024-02-23,2011.45,2026.43,2004.64,2016.69,0.14%,0
2024-02-26,2012.93,2031.96,2011.86,2028.97,0.61%,0
2024-02-27,2046.57,2058.06,2045.37,2056.11,1.34%,0
2024-02-28,2043.04,2053.52,2038.63,2040.31,-0.77%,0
2024-02-29,2060.73,2072.97,2044.80,2054.84,0.71%,0
2024-03-01,2058.48,2077.97,2052.43,2076.39,1.05%,0
2024-03-04,2087.63,2091.80,2071.99,2074.31,-0.10%,0
2024-03-05,2060.73,2072.30,2048.13,2053.71,-0.99%,0
2024-03-06,2069.81,2075.65,2059.86,2068.09,0.70%,0
2024-03-07,2079.32,2090.79,2079.32,2084.74,0.81%,0
2024-03-08,2099.60,2115.95,2075.90,2082.71,-0.10%,0
2024-03-11,2075.74,2079.97,2063.78,2065.88,-0.81%,0
2024-03-12,2066.15,2072.95,2052.93,2065.48,-0.02%,0
2024-03-13,2062.75,2080.19,2062.35,2071.71,0.30%,0
2024-03-14,2064.28,2064.28,2017.28,2031.18,-1.96%,0
2024-03-15,2020.63,2041.88,2018.95,2039.32,0.40%,0
2024-03-18,2042.12,2044.07,2024.57,2024.74,-0.72%,0
2024-03-19,2012.03,2039.83,2009.81,2035.71,0.54%,0
2024-03-20,2030.38,2081.33,2028.56,2074.88,1.92%,0
2024-03-21,2087.85,2106.31,2087.85,2098.56,1.14%,0
2024-03-22,2098.03,2099.11,2071.79,2072.00,-1.27%,0
2024-03-25,2075.06,2088.48,2074.16,2074.16,0.10%,0
2024-03-26,2083.44,2093.52,2070.00,2070.16,-0.19%,0
2024-03-27,2079.70,2114.65,2079.70,2114.35,2.13%,0
2024-03-28,2115.77,2135.46,2115.77,2124.55,0.48%,0
2024-04-01,2125.91,2126.06,2100.14,2102.84,-1.02%,0
2024-04-02,2087.42,2087.42,2054.34,2065.04,-1.80%,0
2024-04-03,2056.69,2080.40,2052.10,2076.20,0.54%,0
2024-04-04,2089.07,2101.47,2051.32,2053.83,-1.08%,0
2024-04-05,2051.88,2073.32,2048.25,2063.47,0.47%,0
2024-04-08,2074.69,2079.03,2066.12,2073.71,0.50%,0
2024-04-09,2079.35,2084.06,2065.13,2080.80,0.34%,0
2024-04-10,2043.22,2044.27,2016.55,2028.39,-2.52%,0
2024-04-11,2036.23,2045.04,2021.50,2042.60,0.70%,0
2024-04-12,2031.08,2032.94,1994.83,2003.17,-1.93%,0
2024-04-15,2010.91,2016.66,1968.11,1975.71,-1.37%,0
2024-04-16,1965.85,1976.21,1953.01,1967.48,-0.42%,0
2024-04-17,1977.29,1982.84,1947.75,1947.95,-0.99%,0
2024-04-18,1951.24,1971.39,1941.32,1942.96,-0.26%,0
2024-04-19,1935.77,1956.30,1931.54,1947.66,0.24%,0
2024-04-22,1953.24,1978.43,1947.85,1967.47,1.02%,0
2024-04-23,1969.74,2010.48,1969.64,2002.64,1.79%,0
2024-04-24,2000.45,2006.13,1983.62,1995.43,-0.36%,0
2024-04-25,1980.53,1984.49,1957.82,1981.12,-0.72%,0
2024-04-26,1984.53,2005.01,1984.42,2002.00,1.05%,0
2024-04-29,2005.10,2020.63,2005.10,2016.03,0.70%,0
2024-04-30,2001.71,2003.41,1973.85,1973.91,-2.09%,0
2024-05-01,1973.37,2017.70,1968.03,1980.23,0.32%,0
2024-05-02,1998.32,2016.50,1984.68,2016.11,1.81%,0
2024-05-03,2044.22,2054.85,2030.82,2035.72,0.97%,0
2024-05-06,2048.51,2064.29,2048.51,2060.67,1.23%,0
2024-05-07,2062.16,2077.81,2062.16,2064.65,0.19%,0
2024-05-08,2050.78,2055.64,2043.85,2055.14,-0.46%,0
2024-05-09,2056.98,2075.38,2053.05,2073.63,0.90%,0
2024-05-10,2079.95,2082.04,2054.87,2059.78,-0.67%,0
2024-05-13,2072.14,2081.45,2062.12,2062.12,0.11%,0
2024-05-14,2078.74,2088.36,2076.03,2085.69,1.14%,0
2024-05-15,2105.42,2112.32,2095.43,2109.46,1.14%,0
2024-05-16,2107.09,2107.36,2095.82,2096.25,-0.63%,0
2024-05-17,2103.67,2104.13,2090.44,2095.72,-0.03%,0
2024-05-20,2096.49,2109.70,2095.00,2102.50,0.32%,0
2024-05-21,2097.47,2101.60,2094.02,2098.35,-0.20%,0
2024-05-22,2093.73,2096.89,2075.78,2081.71,-0.79%,0
2024-05-23,2089.52,2090.39,2040.68,2048.41,-1.60%,0
2024-05-24,2061.00,2070.23,2056.35,2069.67,1.04%,0
2024-05-28,2075.72,2086.28,2057.69,2066.85,-0.14%,0
2024-05-29,2050.46,2050.46,2036.13,2036.19,-1.48%,0
2024-05-30,2043.73,2063.19,2043.73,2056.60,1.00%,0
2024-05-31,2061.23,2073.67,2047.40,2070.13,0.66%,0
2024-06-03,2082.40,2088.15,2048.06,2059.68,-0.50%,0
2024-06-04,2050.39,2050.39,2032.14,2033.94,-1.25%,0
2024-06-05,2044.15,2063.87,2036.34,2063.87,1.47%,0
2024-06-06,2058.48,2060.45,2046.53,2049.44,-0.70%,0
2024-06-07,2035.12,2043.46,2023.14,2026.55,-1.12%,0
2024-06-10,2012.22,2033.65,2008.30,2031.61,0.25%,0
2024-06-11,2019.12,2027.53,2006.07,2024.35,-0.36%,0
2024-06-12,2065.79,2088.53,2052.17,2057.10,1.62%,0
2024-06-13,2053.53,2053.57,2025.64,2038.91,-0.88%,0
2024-06-14,2020.19,2020.19,1999.02,2006.16,-1.61%,0
2024-06-17,2002.57,2024.91,1993.23,2022.01,0.79%,0
2024-06-18,2022.09,2033.55,2020.82,2025.23,0.16%,0
2024-06-20,2021.91,2033.28,2012.51,2017.39,-0.39%,0
2024-06-21,2016.35,2022.26,2006.85,2022.03,0.23%,0
2024-06-24,2023.23,2043.10,2023.23,2030.81,0.43%,0
2024-06-25,2029.66,2029.66,2017.65,2022.35,-0.42%,0
2024-06-26,2014.18,2020.39,2010.36,2018.12,-0.21%,0
2024-06-27,2020.95,2038.47,2020.25,2038.34,1.00%,0
2024-06-28,2050.56,2057.28,2033.70,2047.69,0.46%,0
2024-07-01,2050.60,2053.35,2024.41,2030.07,-0.86%,0
2024-07-02,2031.07,2037.21,2027.78,2033.87,0.19%,0
2024-07-03,2038.41,2049.40,2035.56,2036.62,0.14%,0
2024-07-05,2031.88,2032.51,2019.06,2026.73,-0.49%,0
2024-07-08,2038.38,2050.16,2036.55,2038.67,0.59%,0
2024-07-09,2035.76,2039.97,2023.92,2029.47,-0.45%,0
2024-07-10,2037.08,2051.75,2032.18,2051.75,1.10%,0
2024-07-11,2081.70,2128.55,2081.70,2125.04,3.57%,0
2024-07-12,2139.23,2163.60,2139.23,2148.27,1.09%,0
2024-07-15,2162.00,2198.49,2160.50,2187.02,1.80%,0
2024-07-16,2198.43,2265.21,2198.43,2263.67,3.50%,0
2024-07-17,2246.44,2278.13,2236.25,2239.67,-1.06%,0
2024-07-18,2233.97,2261.16,2189.63,2198.29,-1.85%,0
2024-07-19,2233.97,2261.16,2179.95,2184.35,-0.63%,0
2024-07-22,2191.23,2223.09,2176.48,2220.65,1.66%,0
2024-07-23,2210.65,2253.93,2208.41,2243.27,1.02%,0
2024-07-24,2232.84,2246.85,2195.37,2195.37,-2.13%,0
2024-07-25,2201.67,2255.71,2199.62,2222.98,1.26%,0
2024-07-26,2247.82,2267.91,2238.67,2260.07,1.67%,0
2024-07-29,2265.61,2269.16,2228.17,2235.33,-1.09%,0
2024-07-30,2242.44,2255.86,2231.02,2243.14,0.35%,0
2024-07-31,2253.57,2300.00,2242.77,2254.48,0.51%,0
2024-08-01,2253.50,2262.73,2171.05,2186.16,-3.03%,0
2024-08-02,2127.25,2127.25,2090.84,2109.31,-3.52%,0
2024-08-05,2021.86,2061.74,1993.27,2039.16,-3.33%,0
2024-08-06,2045.20,2087.04,2035.52,2064.30,1.23%,0
2024-08-07,2088.11,2094.80,2033.96,2035.11,-1.41%,0
2024-08-08,2056.90,2084.89,2054.57,2084.42,2.42%,0
2024-08-09,2085.50,2086.76,2068.92,2080.92,-0.17%,0
2024-08-12,2083.05,2085.03,2058.12,2062.08,-0.91%,0
2024-08-13,2073.77,2098.70,2068.96,2095.19,1.61%,0
